ID,Type,PieceMark,Section,Material,StartX,StartY,StartZ,EndX,EndY,EndZ,Leg_Start,Leg_End
00100011,beam,M11,L40x4,A36,-0.55,-0.55,45.85,0.55,-0.55,46.925,"{'ID': '00100001', 'Type': 'beam', 'PieceMark': 'M1', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 45.85, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 48.0}","{'ID': '00100002', 'Type': 'beam', 'PieceMark': 'M2', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 45.85, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 48.0}"
00100012,beam,M12,L40x4,A36,0.55,-0.55,45.85,0.55,0.55,46.925,"{'ID': '00100002', 'Type': 'beam', 'PieceMark': 'M2', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 45.85, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 48.0}","{'ID': '00100003', 'Type': 'beam', 'PieceMark': 'M3', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 45.85, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 48.0}"
00100013,beam,M13,L40x4,A36,0.55,0.55,45.85,-0.55,0.55,46.925,"{'ID': '00100003', 'Type': 'beam', 'PieceMark': 'M3', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 45.85, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 48.0}","{'ID': '00100004', 'Type': 'beam', 'PieceMark': 'M4', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 45.85, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 48.0}"
00100014,beam,M14,L40x4,A36,-0.55,0.55,45.85,-0.55,-0.55,46.925,"{'ID': '00100004', 'Type': 'beam', 'PieceMark': 'M4', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 45.85, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 48.0}","{'ID': '00100001', 'Type': 'beam', 'PieceMark': 'M1', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 45.85, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 48.0}"
00100015,beam,M15,L40x4,A36,0.55,-0.55,46.925,-0.55,-0.55,48.0,"{'ID': '00100002', 'Type': 'beam', 'PieceMark': 'M2', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 45.85, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 48.0}","{'ID': '00100001', 'Type': 'beam', 'PieceMark': 'M1', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 45.85, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 48.0}"
00100016,beam,M16,L40x4,A36,0.55,0.55,46.925,0.55,-0.55,48.0,"{'ID': '00100003', 'Type': 'beam', 'PieceMark': 'M3', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 45.85, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 48.0}","{'ID': '00100002', 'Type': 'beam', 'PieceMark': 'M2', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 45.85, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 48.0}"
00100017,beam,M17,L40x4,A36,-0.55,0.55,46.925,0.55,0.55,48.0,"{'ID': '00100004', 'Type': 'beam', 'PieceMark': 'M4', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 45.85, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 48.0}","{'ID': '00100003', 'Type': 'beam', 'PieceMark': 'M3', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 45.85, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 48.0}"
00100018,beam,M18,L40x4,A36,-0.55,-0.55,46.925,-0.55,0.55,48.0,"{'ID': '00100001', 'Type': 'beam', 'PieceMark': 'M1', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 45.85, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 48.0}","{'ID': '00100004', 'Type': 'beam', 'PieceMark': 'M4', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 45.85, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 48.0}"
00100027,beam,M27,L40x4,A36,-0.55,-0.55,43.7,0.55,-0.55,44.775,"{'ID': '00100019', 'Type': 'beam', 'PieceMark': 'M19', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 43.7, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 45.85}","{'ID': '00100020', 'Type': 'beam', 'PieceMark': 'M20', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 43.7, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 45.85}"
00100028,beam,M28,L40x4,A36,0.55,-0.55,43.7,0.55,0.55,44.775,"{'ID': '00100020', 'Type': 'beam', 'PieceMark': 'M20', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 43.7, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 45.85}","{'ID': '00100021', 'Type': 'beam', 'PieceMark': 'M21', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 43.7, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 45.85}"
00100029,beam,M29,L40x4,A36,0.55,0.55,43.7,-0.55,0.55,44.775,"{'ID': '00100021', 'Type': 'beam', 'PieceMark': 'M21', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 43.7, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 45.85}","{'ID': '00100022', 'Type': 'beam', 'PieceMark': 'M22', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 43.7, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 45.85}"
00100030,beam,M30,L40x4,A36,-0.55,0.55,43.7,-0.55,-0.55,44.775,"{'ID': '00100022', 'Type': 'beam', 'PieceMark': 'M22', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 43.7, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 45.85}","{'ID': '00100019', 'Type': 'beam', 'PieceMark': 'M19', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 43.7, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 45.85}"
00100031,beam,M31,L40x4,A36,0.55,-0.55,44.775,-0.55,-0.55,45.85,"{'ID': '00100020', 'Type': 'beam', 'PieceMark': 'M20', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 43.7, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 45.85}","{'ID': '00100019', 'Type': 'beam', 'PieceMark': 'M19', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 43.7, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 45.85}"
00100032,beam,M32,L40x4,A36,0.55,0.55,44.775,0.55,-0.55,45.85,"{'ID': '00100021', 'Type': 'beam', 'PieceMark': 'M21', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 43.7, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 45.85}","{'ID': '00100020', 'Type': 'beam', 'PieceMark': 'M20', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 43.7, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 45.85}"
00100033,beam,M33,L40x4,A36,-0.55,0.55,44.775,0.55,0.55,45.85,"{'ID': '00100022', 'Type': 'beam', 'PieceMark': 'M22', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 43.7, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 45.85}","{'ID': '00100021', 'Type': 'beam', 'PieceMark': 'M21', 'Section': 'L80x6', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 43.7, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 45.85}"
00100034,beam,M34,L40x4,A36,-0.55,-0.55,44.775,-0.55,0.55,45.85,"{'ID': '00100019', 'Type': 'beam', 'PieceMark': 'M19', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 43.7, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 45.85}","{'ID': '00100004', 'Type': 'beam', 'PieceMark': 'M4', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 45.85, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 48.0}"
00100043,beam,M43,L40x4,A36,-0.55,-0.55,41.55,0.55,-0.55,42.625,"{'ID': '00100035', 'Type': 'beam', 'PieceMark': 'M35', 'Section': 'L80X6', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 41.55, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 43.7}","{'ID': '00100036', 'Type': 'beam', 'PieceMark': 'M36', 'Section': 'L80X6', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 41.55, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 43.7}"
00100044,beam,M44,L40x4,A36,0.55,-0.55,41.55,0.55,0.55,42.625,"{'ID': '00100036', 'Type': 'beam', 'PieceMark': 'M36', 'Section': 'L80X6', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 41.55, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 43.7}","{'ID': '00100037', 'Type': 'beam', 'PieceMark': 'M37', 'Section': 'L80X6', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 41.55, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 43.7}"
00100045,beam,M45,L40x4,A36,0.55,0.55,41.55,-0.55,0.55,42.625,"{'ID': '00100037', 'Type': 'beam', 'PieceMark': 'M37', 'Section': 'L80X6', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 41.55, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 43.7}","{'ID': '00100038', 'Type': 'beam', 'PieceMark': 'M38', 'Section': 'L80X6', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 41.55, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 43.7}"
00100046,beam,M46,L40x4,A36,-0.55,0.55,41.55,-0.55,-0.55,42.625,"{'ID': '00100038', 'Type': 'beam', 'PieceMark': 'M38', 'Section': 'L80X6', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 41.55, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 43.7}","{'ID': '00100035', 'Type': 'beam', 'PieceMark': 'M35', 'Section': 'L80X6', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 41.55, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 43.7}"
00100047,beam,M47,L40x4,A36,0.55,-0.55,42.625,-0.55,-0.55,43.7,"{'ID': '00100036', 'Type': 'beam', 'PieceMark': 'M36', 'Section': 'L80X6', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 41.55, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 43.7}","{'ID': '00100035', 'Type': 'beam', 'PieceMark': 'M35', 'Section': 'L80X6', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 41.55, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 43.7}"
00100048,beam,M48,L40x4,A36,0.55,0.55,42.625,0.55,-0.55,43.7,"{'ID': '00100037', 'Type': 'beam', 'PieceMark': 'M37', 'Section': 'L80X6', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 41.55, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 43.7}","{'ID': '00100036', 'Type': 'beam', 'PieceMark': 'M36', 'Section': 'L80X6', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 41.55, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 43.7}"
00100049,beam,M49,L40x4,A36,-0.55,0.55,42.625,0.55,0.55,43.7,"{'ID': '00100038', 'Type': 'beam', 'PieceMark': 'M38', 'Section': 'L80X6', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 41.55, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 43.7}","{'ID': '00100037', 'Type': 'beam', 'PieceMark': 'M37', 'Section': 'L80X6', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 41.55, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 43.7}"
00100050,beam,M50,L40x4,A36,-0.55,-0.55,42.625,-0.55,0.55,43.7,"{'ID': '00100035', 'Type': 'beam', 'PieceMark': 'M35', 'Section': 'L80X6', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 41.55, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 43.7}","{'ID': '00100022', 'Type': 'beam', 'PieceMark': 'M22', 'Section': 'L80x6', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 43.7, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 45.85}"
00100059,beam,M59,L40x5,A36,-0.55,-0.55,39.5,0.55,-0.55,40.525,"{'ID': '00100051', 'Type': 'beam', 'PieceMark': 'M51', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 39.5, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 41.55}","{'ID': '00100052', 'Type': 'beam', 'PieceMark': 'M52', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 39.5, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 41.55}"
00100060,beam,M60,L40x5,A36,0.55,-0.55,39.5,0.55,0.55,40.525,"{'ID': '00100052', 'Type': 'beam', 'PieceMark': 'M52', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 39.5, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 41.55}","{'ID': '00100053', 'Type': 'beam', 'PieceMark': 'M53', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 39.5, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 41.55}"
00100061,beam,M61,L40x5,A36,0.55,0.55,39.5,-0.55,0.55,40.525,"{'ID': '00100053', 'Type': 'beam', 'PieceMark': 'M53', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 39.5, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 41.55}","{'ID': '00100054', 'Type': 'beam', 'PieceMark': 'M54', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 39.5, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 41.55}"
00100062,beam,M62,L40x5,A36,-0.55,0.55,39.5,-0.55,-0.55,40.525,"{'ID': '00100054', 'Type': 'beam', 'PieceMark': 'M54', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 39.5, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 41.55}","{'ID': '00100051', 'Type': 'beam', 'PieceMark': 'M51', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 39.5, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 41.55}"
00100063,beam,M63,L40x5,A36,0.55,-0.55,40.525,-0.55,-0.55,41.55,"{'ID': '00100052', 'Type': 'beam', 'PieceMark': 'M52', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 39.5, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 41.55}","{'ID': '00100051', 'Type': 'beam', 'PieceMark': 'M51', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 39.5, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 41.55}"
00100064,beam,M64,L40x5,A36,0.55,0.55,40.525,0.55,-0.55,41.55,"{'ID': '00100053', 'Type': 'beam', 'PieceMark': 'M53', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 39.5, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 41.55}","{'ID': '00100052', 'Type': 'beam', 'PieceMark': 'M52', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 39.5, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 41.55}"
00100065,beam,M65,L40x5,A36,-0.55,0.55,40.525,0.55,0.55,41.55,"{'ID': '00100054', 'Type': 'beam', 'PieceMark': 'M54', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 39.5, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 41.55}","{'ID': '00100053', 'Type': 'beam', 'PieceMark': 'M53', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 39.5, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 41.55}"
00100066,beam,M66,L40x5,A36,-0.55,-0.55,40.525,-0.55,0.55,41.55,"{'ID': '00100051', 'Type': 'beam', 'PieceMark': 'M51', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 39.5, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 41.55}","{'ID': '00100038', 'Type': 'beam', 'PieceMark': 'M38', 'Section': 'L80X6', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 41.55, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 43.7}"
00100075,beam,M75,L40x5,A36,-0.55,-0.55,37.5,0.55,-0.55,38.5,"{'ID': '00100067', 'Type': 'beam', 'PieceMark': 'M67', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 37.5, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 39.5}","{'ID': '00100068', 'Type': 'beam', 'PieceMark': 'M68', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 37.5, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 39.5}"
00100076,beam,M76,L40x5,A36,0.55,-0.55,37.5,0.55,0.55,38.5,"{'ID': '00100068', 'Type': 'beam', 'PieceMark': 'M68', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 37.5, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 39.5}","{'ID': '00100069', 'Type': 'beam', 'PieceMark': 'M69', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 37.5, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 39.5}"
00100077,beam,M77,L40x5,A36,0.55,0.55,37.5,-0.55,0.55,38.5,"{'ID': '00100069', 'Type': 'beam', 'PieceMark': 'M69', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 37.5, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 39.5}","{'ID': '00100070', 'Type': 'beam', 'PieceMark': 'M70', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 37.5, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 39.5}"
00100078,beam,M78,L40x5,A36,-0.55,0.55,37.5,-0.55,-0.55,38.5,"{'ID': '00100070', 'Type': 'beam', 'PieceMark': 'M70', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 37.5, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 39.5}","{'ID': '00100067', 'Type': 'beam', 'PieceMark': 'M67', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 37.5, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 39.5}"
00100079,beam,M79,L40x5,A36,0.55,-0.55,38.5,-0.55,-0.55,39.5,"{'ID': '00100068', 'Type': 'beam', 'PieceMark': 'M68', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 37.5, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 39.5}","{'ID': '00100067', 'Type': 'beam', 'PieceMark': 'M67', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 37.5, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 39.5}"
00100080,beam,M80,L40x5,A36,0.55,0.55,38.5,0.55,-0.55,39.5,"{'ID': '00100069', 'Type': 'beam', 'PieceMark': 'M69', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 37.5, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 39.5}","{'ID': '00100068', 'Type': 'beam', 'PieceMark': 'M68', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 37.5, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 39.5}"
00100081,beam,M81,L40x5,A36,-0.55,0.55,38.5,0.55,0.55,39.5,"{'ID': '00100070', 'Type': 'beam', 'PieceMark': 'M70', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 37.5, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 39.5}","{'ID': '00100069', 'Type': 'beam', 'PieceMark': 'M69', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 37.5, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 39.5}"
00100082,beam,M82,L40x5,A36,-0.55,-0.55,38.5,-0.55,0.55,39.5,"{'ID': '00100067', 'Type': 'beam', 'PieceMark': 'M67', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 37.5, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 39.5}","{'ID': '00100054', 'Type': 'beam', 'PieceMark': 'M54', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 39.5, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 41.55}"
00100091,beam,M91,L40x4,A36,-0.55,-0.55,36.0,0.55,-0.55,36.75,"{'ID': '00100083', 'Type': 'beam', 'PieceMark': 'M83', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 36.0, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 37.5}","{'ID': '00100084', 'Type': 'beam', 'PieceMark': 'M84', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 36.0, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 37.5}"
00100092,beam,M92,L40x4,A36,0.55,-0.55,36.0,0.55,0.55,36.75,"{'ID': '00100084', 'Type': 'beam', 'PieceMark': 'M84', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 36.0, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 37.5}","{'ID': '00100085', 'Type': 'beam', 'PieceMark': 'M85', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 36.0, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 37.5}"
00100093,beam,M93,L40x4,A36,0.55,0.55,36.0,-0.55,0.55,36.75,"{'ID': '00100085', 'Type': 'beam', 'PieceMark': 'M85', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 36.0, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 37.5}","{'ID': '00100086', 'Type': 'beam', 'PieceMark': 'M86', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 36.0, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 37.5}"
00100094,beam,M94,L40x4,A36,-0.55,0.55,36.0,-0.55,-0.55,36.75,"{'ID': '00100086', 'Type': 'beam', 'PieceMark': 'M86', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 36.0, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 37.5}","{'ID': '00100083', 'Type': 'beam', 'PieceMark': 'M83', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 36.0, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 37.5}"
00100095,beam,M95,L40x4,A36,0.55,-0.55,36.75,-0.55,-0.55,37.5,"{'ID': '00100084', 'Type': 'beam', 'PieceMark': 'M84', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 36.0, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 37.5}","{'ID': '00100083', 'Type': 'beam', 'PieceMark': 'M83', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': -0.55, 'StartZ': 36.0, 'EndX': -0.55, 'EndY': -0.55, 'EndZ': 37.5}"
00100096,beam,M96,L40x4,A36,0.55,0.55,36.75,0.55,-0.55,37.5,"{'ID': '00100085', 'Type': 'beam', 'PieceMark': 'M85', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 36.0, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 37.5}","{'ID': '00100084', 'Type': 'beam', 'PieceMark': 'M84', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': -0.55, 'StartZ': 36.0, 'EndX': 0.55, 'EndY': -0.55, 'EndZ': 37.5}"
00100097,beam,M97,L40x4,A36,-0.55,0.55,36.75,0.55,0.55,37.5,"{'ID': '00100086', 'Type': 'beam', 'PieceMark': 'M86', 'Section': 'L80X7', 'Material': 'A36', 'StartX': -0.55, 'StartY': 0.55, 'StartZ': 36.0, 'EndX': -0.55, 'EndY': 0.55, 'EndZ': 37.5}","{'ID': '00100085', 'Type': 'beam', 'PieceMark': 'M85', 'Section': 'L80X7', 'Material': 'A36', 'StartX': 0.55, 'StartY': 0.55, 'StartZ': 36.0, 'EndX': 0.55, 'EndY': 0.55, 'EndZ': 37.5}"
