,ID,Type,PieceMark,Section,Material,StartX,StartY,StartZ,EndX,EndY,EndZ,MemberClass
323,100243,beam,M243,L45x5,A36,-0.7743215328075066,-0.8743378111992671,18.03667373568029,0.7642022258622844,-0.864218535140915,18.59710552647648,brace
324,100244,beam,M244,L45x5,A36,0.8743378111992671,-0.7743215328075066,18.03667373568029,0.864218535140915,0.7642022258622844,18.59710552647648,brace
325,100245,beam,M245,L45x5,A36,0.7743215328075066,0.8743378111992671,18.03667373568029,-0.7642022258622844,0.864218535140915,18.59710552647648,brace
326,100246,beam,M246,L45x5,A36,-0.8743378111992671,0.7743215328075066,18.03667373568029,-0.864218535140915,-0.7642022258622844,18.59710552647648,brace
327,100247,beam,M247,L45x5,A36,0.7628775402595473,-0.8628939243705134,18.670471779949,-0.7527759833578275,-0.8527921883145334,19.23002050035633,brace
328,100248,beam,M248,L45x5,A36,0.8628939243705134,0.7628775402595473,18.670471779949,0.8527921883145334,-0.7527759833578275,19.23002050035633,brace
329,100249,beam,M249,L45x5,A36,-0.7628775402595473,0.8628939243705134,18.670471779949,0.7527759833578275,0.8527921883145334,19.23002050035633,brace
330,100250,beam,M250,L45x5,A36,-0.8628939243705134,-0.7628775402595473,18.670471779949,-0.8527921883145334,0.7527759833578275,19.23002050035633,brace
331,100251,beam,M251,L45x5,A36,-0.7514335188352338,-0.8514497373391444,19.304371418600898,0.7413487658525435,-0.8413651342098827,19.86283409451568,brace
332,100252,beam,M252,L45x5,A36,0.8514497373391444,-0.7514335188352338,19.304371418600898,0.8413651342098827,0.7413487658525435,19.86283409451568,brace
333,100253,beam,M253,L45x5,A36,0.7514335188352338,0.8514497373391444,19.304371418600898,-0.7413487658525435,0.8413651342098827,19.86283409451568,brace
334,100254,beam,M254,L45x5,A36,-0.8514497373391444,0.7514335188352338,19.304371418600898,-0.8413651342098827,-0.7413487658525435,19.86283409451568,brace
335,100263,beam,M263,L60x4,A36,-0.8135958004351752,-0.913612093767704,15.861472073688418,0.7959305139410896,-0.8959468072736183,16.83986264533608,brace
336,100264,beam,M264,L60x4,A36,0.913612093767704,-0.8135958004351752,15.861472073688418,0.8959468072736183,0.7959305139410896,16.83986264533608,brace
337,100265,beam,M265,L60x4,A36,0.8135958004351752,0.913612093767704,15.861472073688418,-0.7959305139410896,0.8959468072736183,16.83986264533608,brace
338,100266,beam,M266,L60x4,A36,-0.913612093767704,0.8135958004351752,15.861472073688418,-0.8959468072736183,-0.7959305139410896,16.83986264533608,brace
339,100267,beam,M267,L60x4,A36,0.7937096074663985,-0.8937259007989272,16.962867384380445,-0.7760936128997673,-0.876109906232296,17.938527926311583,brace
340,100268,beam,M268,L60x4,A36,0.8937259007989272,0.7937096074663985,16.962867384380445,0.876109906232296,-0.7760936128997673,17.938527926311583,brace
341,100269,beam,M269,L60x4,A36,-0.7937096074663985,0.8937259007989272,16.962867384380445,0.7760936128997673,0.876109906232296,17.938527926311583,brace
342,100270,beam,M270,L60x4,A36,-0.8937259007989272,-0.7937096074663985,16.962867384380445,-0.876109906232296,0.7760936128997673,17.938527926311583,brace
343,100279,beam,M279,L60x4,A36,-0.8507279875564495,-0.9507442811689912,13.804925801144655,0.8341851407315871,-0.9342014343441286,14.72114225953791,brace
344,100280,beam,M280,L60x4,A36,0.9507442811689912,-0.8507279875564495,13.804925801144655,0.9342014343441286,0.8341851407315871,14.72114225953791,brace
345,100281,beam,M281,L60x4,A36,0.8507279875564495,0.9507442811689912,13.804925801144655,-0.8341851407315871,0.9342014343441286,14.72114225953791,brace
346,100282,beam,M282,L60x4,A36,-0.9507442811689912,0.8507279875564495,13.804925801144655,-0.9342014343441286,-0.8341851407315871,14.72114225953791,brace
347,100283,beam,M283,L60x4,A36,0.8322009227275665,-0.932217216340108,14.831037080639176,-0.8156974252184674,-0.9157137188310088,15.745074198855344,brace
348,100284,beam,M284,L60x4,A36,0.932217216340108,0.8322009227275665,14.831037080639176,0.9157137188310088,-0.8156974252184674,15.745074198855344,brace
349,100285,beam,M285,L60x4,A36,-0.8322009227275665,0.932217216340108,14.831037080639176,0.8156974252184674,0.9157137188310088,15.745074198855344,brace
350,100286,beam,M286,L60x4,A36,-0.932217216340108,-0.8322009227275665,14.831037080639176,-0.9157137188310088,0.8156974252184674,15.745074198855344,brace
351,100295,beam,M295,L60x4,A36,-0.8825001430751241,-0.9825164621954436,12.04522538162975,0.868322151219697,-0.9683384190857768,12.830501221670168,brace
352,100296,beam,M296,L60x4,A36,0.9825164621954436,-0.8825001430751241,12.04522538162975,0.9683384190857768,0.868322151219697,12.830501221670168,brace
353,100297,beam,M297,L60x4,A36,0.8825001430751241,0.9825164621954436,12.04522538162975,-0.868322151219697,0.9683384190857768,12.830501221670168,brace
354,100298,beam,M298,L60x4,A36,-0.9825164621954436,0.8825001430751241,12.04522538162975,-0.9683384190857768,-0.868322151219697,12.830501221670168,brace
355,100299,beam,M299,L60x4,A36,0.8666885883775014,-0.966704855399668,12.920976107683432,-0.8525362703703873,-0.9525525894907068,13.70477461837025,brace
356,100300,beam,M300,L60x4,A36,0.966704855399668,0.8666885883775014,12.920976107683432,0.9525525894907068,-0.8525362703703873,13.70477461837025,brace
357,100301,beam,M301,L60x4,A36,-0.8666885883775014,0.966704855399668,12.920976107683432,0.8525362703703873,0.9525525894907068,13.70477461837025,brace
358,100302,beam,M302,L60x4,A36,-0.966704855399668,-0.8666885883775014,12.920976107683432,-0.9525525894907068,0.8525362703703873,13.70477461837025,brace
359,100312,beam,M312,L40x4,A36,-0.9201978494514228,-1.0202139913494614,9.95722355998603,-0.0981525783443813,-1.0046038571106632,10.82177246811113,brace
360,100313,beam,M313,L40x4,A36,0.9201978494514228,-1.0202139913494614,9.95722355998603,0.0981525783443813,-1.0046038571106632,10.82177246811113,brace
361,100315,beam,M315,L40x4,A36,1.0202139913494614,-0.9201978494514228,9.95722355998603,1.0046038571106632,-0.0981525783443813,10.82177246811113,brace
362,100316,beam,M316,L40x4,A36,1.0202139913494614,0.9201978494514228,9.95722355998603,1.0046038571106632,0.0981525783443813,10.82177246811113,brace
363,100318,beam,M318,L40x4,A36,0.9201978494514228,1.0202139913494614,9.95722355998603,0.0981525783443813,1.0046038571106632,10.82177246811113,brace
364,100319,beam,M319,L40x4,A36,-0.9201978494514228,1.0202139913494614,9.95722355998603,-0.0981525783443813,1.0046038571106632,10.82177246811113,brace
365,100321,beam,M321,L40x4,A36,-1.0202139913494614,0.9201978494514228,9.95722355998603,-1.0046038571106632,0.0981525783443813,10.82177246811113,brace
366,100322,beam,M322,L40x4,A36,-1.0202139913494614,-0.9201978494514228,9.95722355998603,-1.0046038571106632,-0.0981525783443813,10.82177246811113,brace
367,100323,beam,M323,L40x4,A36,-0.1020301070092655,-1.000726340042764,11.0365414259818,-0.8852525675239604,-0.985268709421999,11.89277644001397,brace
368,100324,beam,M324,L40x4,A36,0.1020301070092655,-1.000726340042764,11.0365414259818,0.8852525675239604,-0.985268709421999,11.89277644001397,brace
369,100325,beam,M325,L40x4,A36,1.000726340042764,-0.1020301070092655,11.0365414259818,0.985268709421999,-0.8852525675239604,11.89277644001397,brace
370,100326,beam,M326,L40x4,A36,1.000726340042764,0.1020301070092655,11.0365414259818,0.985268709421999,0.8852525675239604,11.89277644001397,brace
371,100327,beam,M327,L40x4,A36,0.1020301070092655,1.000726340042764,11.0365414259818,0.8852525675239604,0.985268709421999,11.89277644001397,brace
372,100328,beam,M328,L40x4,A36,-0.1020301070092655,1.000726340042764,11.0365414259818,-0.8852525675239604,0.985268709421999,11.89277644001397,brace
373,100329,beam,M329,L40x4,A36,-1.000726340042764,0.1020301070092655,11.0365414259818,-0.985268709421999,0.8852525675239604,11.89277644001397,brace
374,100330,beam,M330,L40x4,A36,-1.000726340042764,-0.1020301070092655,11.0365414259818,-0.985268709421999,-0.8852525675239604,11.89277644001397,brace
375,100336,beam,M336,L40x4,A36,-0.9565077093003136,-1.0565244824077926,7.94615055912506,-0.0983385364631848,-1.0418872915759458,8.757075258950367,brace
376,100337,beam,M337,L40x4,A36,0.9565077093003136,-1.0565244824077926,7.94615055912506,0.0983385364631848,-1.0418872915759458,8.757075258950367,brace
377,100339,beam,M339,L40x4,A36,1.0565244824077926,-0.9565077093003136,7.94615055912506,1.0418872915759458,-0.0983385364631848,8.757075258950367,brace
378,100340,beam,M340,L40x4,A36,1.0565244824077926,0.9565077093003136,7.94615055912506,1.0418872915759458,0.0983385364631848,8.757075258950367,brace
379,100342,beam,M342,L40x4,A36,0.9565077093003136,1.0565244824077926,7.94615055912506,0.0983385364631848,1.0418872915759458,8.757075258950367,brace
380,100343,beam,M343,L40x4,A36,-0.9565077093003136,1.0565244824077926,7.94615055912506,-0.0983385364631848,1.0418872915759458,8.757075258950367,brace
381,100345,beam,M345,L40x4,A36,-1.0565244824077926,0.9565077093003136,7.94615055912506,-1.0418872915759458,0.0983385364631848,8.757075258950367,brace
382,100346,beam,M346,L40x4,A36,-1.0565244824077926,-0.9565077093003136,7.94615055912506,-1.0418872915759458,-0.0983385364631848,8.757075258950367,brace
383,100347,beam,M347,L40x4,A36,-0.1018147222685949,-1.0384110723629891,8.949608396290754,-0.9238697059903196,-1.0238864790977984,9.75384944087494,brace
384,100348,beam,M348,L40x4,A36,0.1018147222685949,-1.0384110723629891,8.949608396290754,0.9238697059903196,-1.0238864790977984,9.75384944087494,brace
385,100349,beam,M349,L40x4,A36,1.0384110723629891,-0.1018147222685949,8.949608396290754,1.0238864790977984,-0.9238697059903196,9.75384944087494,brace
386,100350,beam,M350,L40x4,A36,1.0384110723629891,0.1018147222685949,8.949608396290754,1.0238864790977984,0.9238697059903196,9.75384944087494,brace
387,100351,beam,M351,L40x4,A36,0.1018147222685949,1.0384110723629891,8.949608396290754,0.9238697059903196,1.0238864790977984,9.75384944087494,brace
388,100352,beam,M352,L40x4,A36,-0.1018147222685949,1.0384110723629891,8.949608396290754,-0.9238697059903196,1.0238864790977984,9.75384944087494,brace
389,100353,beam,M353,L40x4,A36,-1.0384110723629891,0.1018147222685949,8.949608396290754,-1.0238864790977984,0.9238697059903196,9.75384944087494,brace
390,100354,beam,M354,L40x4,A36,-1.0384110723629891,-0.1018147222685949,8.949608396290754,-1.0238864790977984,-0.9238697059903196,9.75384944087494,brace
391,100360,beam,M360,L40x4,A36,-0.9900994422014388,-1.0901162078144164,6.086063339620645,-0.0985088936417437,-1.0764769558784404,6.841530886972608,brace
392,100361,beam,M361,L40x4,A36,0.9900994422014388,-1.0901162078144164,6.086063339620645,0.0985088936417437,-1.0764769558784404,6.841530886972608,brace
393,100363,beam,M363,L40x4,A36,1.0901162078144164,-0.9900994422014388,6.086063339620645,1.0764769558784404,-0.0985088936417437,6.841530886972608,brace
394,100364,beam,M364,L40x4,A36,1.0901162078144164,0.9900994422014388,6.086063339620645,1.0764769558784404,0.0985088936417437,6.841530886972608,brace
395,100366,beam,M366,L40x4,A36,0.9900994422014388,1.0901162078144164,6.086063339620645,0.0985088936417437,1.0764769558784404,6.841530886972608,brace
396,100367,beam,M367,L40x4,A36,-0.9900994422014388,1.0901162078144164,6.086063339620645,-0.0985088936417437,1.0764769558784404,6.841530886972608,brace
397,100369,beam,M369,L40x4,A36,-1.0901162078144164,0.9900994422014388,6.086063339620645,-1.0764769558784404,0.0985088936417437,6.841530886972608,brace
398,100370,beam,M370,L40x4,A36,-1.0901162078144164,-0.9900994422014388,6.086063339620645,-1.0764769558784404,-0.0985088936417437,6.841530886972608,brace
399,100371,beam,M371,L40x4,A36,-0.1016204140861233,-1.073365406498045,7.013823996966401,-0.9597979569870884,-1.0598147226000658,7.763936660379355,brace
400,100372,beam,M372,L40x4,A36,0.1016204140861233,-1.073365406498045,7.013823996966401,0.9597979569870884,-1.0598147226000658,7.763936660379355,brace
401,100373,beam,M373,L40x4,A36,1.073365406498045,-0.1016204140861233,7.013823996966401,1.0598147226000658,-0.9597979569870884,7.763936660379355,brace
402,100374,beam,M374,L40x4,A36,1.073365406498045,0.1016204140861233,7.013823996966401,1.0598147226000658,0.9597979569870884,7.763936660379355,brace
403,100375,beam,M375,L40x4,A36,0.1016204140861233,1.073365406498045,7.013823996966401,0.9597979569870884,1.0598147226000658,7.763936660379355,brace
404,100376,beam,M376,L40x4,A36,-0.1016204140861233,1.073365406498045,7.013823996966401,-0.9597979569870884,1.0598147226000658,7.763936660379355,brace
405,100377,beam,M377,L40x4,A36,-1.073365406498045,0.1016204140861233,7.013823996966401,-1.0598147226000658,0.9597979569870884,7.763936660379355,brace
406,100378,beam,M378,L40x4,A36,-1.073365406498045,-0.1016204140861233,7.013823996966401,-1.0598147226000658,-0.9597979569870884,7.763936660379355,brace
407,100384,beam,M384,L40x4,A36,-1.0295866908153808,-1.1296029825078826,3.898978813762788,-0.0982909292143146,-1.1132553624781871,4.804436116515308,brace
408,100385,beam,M385,L40x4,A36,1.0295866908153808,-1.1296029825078826,3.898978813762788,0.0982909292143146,-1.1132553624781871,4.804436116515308,brace
409,100387,beam,M387,L40x4,A36,1.1296029825078826,-1.0295866908153808,3.898978813762788,1.1132553624781871,-0.0982909292143146,4.804436116515308,brace
410,100388,beam,M388,L40x4,A36,1.1296029825078826,1.0295866908153808,3.898978813762788,1.1132553624781871,0.0982909292143146,4.804436116515308,brace
411,100390,beam,M390,L40x4,A36,1.0295866908153808,1.1296029825078826,3.898978813762788,0.0982909292143146,1.1132553624781871,4.804436116515308,brace
412,100391,beam,M391,L40x4,A36,-1.0295866908153808,1.1296029825078826,3.898978813762788,-0.0982909292143146,1.1132553624781871,4.804436116515308,brace
413,100393,beam,M393,L40x4,A36,-1.1296029825078826,1.0295866908153808,3.898978813762788,-1.1132553624781871,0.0982909292143146,4.804436116515308,brace
414,100394,beam,M394,L40x4,A36,-1.1296029825078826,-1.0295866908153808,3.898978813762788,-1.1132553624781871,-0.0982909292143146,4.804436116515308,brace
415,100395,beam,M395,L40x4,A36,-0.1018695339210807,-1.109676757771421,5.002646850525515,-0.9934407257996152,-1.0934570174921172,5.901021186237212,brace
416,100396,beam,M396,L40x4,A36,0.1018695339210807,-1.109676757771421,5.002646850525515,0.9934407257996152,-1.0934570174921172,5.901021186237212,brace
417,100397,beam,M397,L40x4,A36,1.109676757771421,-0.1018695339210807,5.002646850525515,1.0934570174921172,-0.9934407257996152,5.901021186237212,brace
418,100398,beam,M398,L40x4,A36,1.109676757771421,0.1018695339210807,5.002646850525515,1.0934570174921172,0.9934407257996152,5.901021186237212,brace
419,100399,beam,M399,L40x4,A36,0.1018695339210807,1.109676757771421,5.002646850525515,0.9934407257996152,1.0934570174921172,5.901021186237212,brace
420,100400,beam,M400,L40x4,A36,-0.1018695339210807,1.109676757771421,5.002646850525515,-0.9934407257996152,1.0934570174921172,5.901021186237212,brace
421,100401,beam,M401,L40x4,A36,-1.109676757771421,0.1018695339210807,5.002646850525515,-1.0934570174921172,0.9934407257996152,5.901021186237212,brace
422,100402,beam,M402,L40x4,A36,-1.109676757771421,-0.1018695339210807,5.002646850525515,-1.0934570174921172,-0.9934407257996152,5.901021186237212,brace
423,100408,beam,M408,L45x4,A36,-1.0641802684812172,-1.1641965567213004,1.9827271787034664,-0.0985661518367511,-1.149990136403332,2.769671744421833,brace
424,100409,beam,M409,L45x4,A36,1.0641802684812172,-1.1641965567213004,1.9827271787034664,0.0985661518367511,-1.149990136403332,2.769671744421833,brace
425,100411,beam,M411,L45x4,A36,1.1641965567213004,-1.0641802684812172,1.9827271787034664,1.149990136403332,-0.0985661518367511,2.769671744421833,brace
426,100412,beam,M412,L45x4,A36,1.1641965567213004,1.0641802684812172,1.9827271787034664,1.149990136403332,0.0985661518367511,2.769671744421833,brace
427,100414,beam,M414,L45x4,A36,1.0641802684812172,1.1641965567213004,1.9827271787034664,0.0985661518367511,1.149990136403332,2.769671744421833,brace
428,100415,beam,M415,L45x4,A36,-1.0641802684812172,1.1641965567213004,1.9827271787034664,-0.0985661518367511,1.149990136403332,2.769671744421833,brace
429,100417,beam,M417,L45x4,A36,-1.1641965567213004,1.0641802684812172,1.9827271787034664,-1.149990136403332,0.0985661518367511,2.769671744421833,brace
430,100418,beam,M418,L45x4,A36,-1.1641965567213004,-1.0641802684812172,1.9827271787034664,-1.149990136403332,-0.0985661518367511,2.769671744421833,brace
431,100424,beam,M424,L45x4,A36,-0.1015557046524517,-1.1470005835876314,2.93527379543732,-1.032867155038616,-1.1328834432786994,3.717272821296533,brace
432,100425,beam,M425,L45x4,A36,0.1015557046524517,-1.1470005835876314,2.93527379543732,1.032867155038616,-1.1328834432786994,3.717272821296533,brace
433,100426,beam,M426,L45x4,A36,1.1470005835876314,-0.1015557046524517,2.93527379543732,1.1328834432786994,-1.032867155038616,3.717272821296533,brace
434,100427,beam,M427,L45x4,A36,1.1470005835876314,0.1015557046524517,2.93527379543732,1.1328834432786994,1.032867155038616,3.717272821296533,brace
435,100428,beam,M428,L45x4,A36,0.1015557046524517,1.1470005835876314,2.93527379543732,1.032867155038616,1.1328834432786994,3.717272821296533,brace
436,100429,beam,M429,L45x4,A36,-0.1015557046524517,1.1470005835876314,2.93527379543732,-1.032867155038616,1.1328834432786994,3.717272821296533,brace
437,100430,beam,M430,L45x4,A36,-1.1470005835876314,0.1015557046524517,2.93527379543732,-1.1328834432786994,1.032867155038616,3.717272821296533,brace
438,100431,beam,M431,L45x4,A36,-1.1470005835876314,-0.1015557046524517,2.93527379543732,-1.1328834432786994,-1.032867155038616,3.717272821296533,brace
439,100437,beam,M437,L45x4,A36,-1.0985331492159305,-1.1985498695908776,0.0803279235373883,-0.098606633864909,-1.1842592531423193,0.871936414856947,brace
440,100438,beam,M438,L45x4,A36,1.0985331492159305,-1.1985498695908776,0.0803279235373883,0.098606633864909,-1.1842592531423193,0.871936414856947,brace
441,100440,beam,M440,L45x4,A36,1.1985498695908776,-1.0985331492159305,0.0803279235373883,1.1842592531423193,-0.098606633864909,0.871936414856947,brace
442,100441,beam,M441,L45x4,A36,1.1985498695908776,1.0985331492159305,0.0803279235373883,1.1842592531423193,0.098606633864909,0.871936414856947,brace
443,100443,beam,M443,L45x4,A36,1.0985331492159305,1.1985498695908776,0.0803279235373883,0.098606633864909,1.1842592531423193,0.871936414856947,brace
444,100444,beam,M444,L45x4,A36,-1.0985331492159305,1.1985498695908776,0.0803279235373883,-0.098606633864909,1.1842592531423193,0.871936414856947,brace
445,100446,beam,M446,L45x4,A36,-1.1985498695908776,1.0985331492159305,0.0803279235373883,-1.1842592531423193,0.098606633864909,0.871936414856947,brace
446,100447,beam,M447,L45x4,A36,-1.1985498695908776,-1.0985331492159305,0.0803279235373883,-1.1842592531423193,-0.098606633864909,0.871936414856947,brace
447,100448,beam,M448,L45x4,A36,-0.1015101832083411,-1.1813556792596187,1.0327275468159836,-1.0671242555912648,-1.167140975966212,1.8196720764626115,brace
448,100449,beam,M449,L45x4,A36,0.1015101832083411,-1.1813556792596187,1.0327275468159836,1.0671242555912648,-1.167140975966212,1.8196720764626115,brace
449,100450,beam,M450,L45x4,A36,1.1813556792596187,-0.1015101832083411,1.0327275468159836,1.167140975966212,-1.0671242555912648,1.8196720764626115,brace
450,100451,beam,M451,L45x4,A36,1.1813556792596187,0.1015101832083411,1.0327275468159836,1.167140975966212,1.0671242555912648,1.8196720764626115,brace
451,100452,beam,M452,L45x4,A36,0.1015101832083411,1.1813556792596187,1.0327275468159836,1.0671242555912648,1.167140975966212,1.8196720764626115,brace
452,100453,beam,M453,L45x4,A36,-0.1015101832083411,1.1813556792596187,1.0327275468159836,-1.0671242555912648,1.167140975966212,1.8196720764626115,brace
453,100454,beam,M454,L45x4,A36,-1.1813556792596187,0.1015101832083411,1.0327275468159836,-1.167140975966212,1.0671242555912648,1.8196720764626115,brace
454,100455,beam,M455,L45x4,A36,-1.1813556792596187,-0.1015101832083411,1.0327275468159836,-1.167140975966212,-1.0671242555912648,1.8196720764626115,brace
