ID,Type,PieceMark,Section,Material,StartX,StartY,StartZ,EndX,EndY,EndZ,Holes,HoleCount
100180,beam,M180,L40x5,A36,-0.7083023795636635,-0.658294232806284,27.232489747243253,-0.6932121731396647,0.6432040335945851,28.06825502611088,"[{'MemberID': 100180, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 1, 'HoleCenterX': -0.707927099211855, 'HoleCenterY': -0.6259270992118551, 'HoleCenterZ': 27.25327450518957, 'NormalX': -0.9998370383002207, 'NormalY': 0.0, 'NormalZ': 0.0180526131915317, 'ConnectedLegID': 100165, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100180, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 2, 'HoleCenterX': -0.6935788509498666, 'HoleCenterY': 0.6115788509498667, 'HoleCenterZ': 28.04794671662277, 'NormalX': -0.9998370383002207, 'NormalY': 0.0, 'NormalZ': 0.0180526131915317, 'ConnectedLegID': 100168, 'Radius': 0.006, 'Depth': 0.05}]",2
100189,beam,M189,L40x5,A36,0.7161990668547584,-0.7662072226149877,24.025464951317552,-0.7032673373588263,-0.7532754754486481,24.741694854693456,"[{'MemberID': 100189, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 1, 'HoleCenterX': 0.6839130733093084, 'HoleCenterY': -0.7659130733093084, 'HoleCenterZ': 24.04175571635019, 'NormalX': 0.0, 'NormalY': -0.9998370365565707, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100182, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100189, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 2, 'HoleCenterX': -0.671564047458388, 'HoleCenterY': -0.753564047458388, 'HoleCenterZ': 24.725698103585717, 'NormalX': 0.0, 'NormalY': -0.9998370365565707, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100181, 'Radius': 0.006, 'Depth': 0.05}]",2
100190,beam,M190,L40x5,A36,0.7662072226149877,0.7161990668547584,24.025464951317552,0.7532754754486481,-0.7032673373588263,24.741694854693456,"[{'MemberID': 100190, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 1, 'HoleCenterX': 0.7659130733093084, 'HoleCenterY': 0.6839130733093084, 'HoleCenterZ': 24.04175571635019, 'NormalX': 0.9998370365565707, 'NormalY': 0.0, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100183, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100190, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 2, 'HoleCenterX': 0.753564047458388, 'HoleCenterY': -0.671564047458388, 'HoleCenterZ': 24.725698103585717, 'NormalX': 0.9998370365565707, 'NormalY': 0.0, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100182, 'Radius': 0.006, 'Depth': 0.05}]",2
100191,beam,M191,L40x5,A36,-0.7161990668547584,0.7662072226149877,24.025464951317552,0.7032673373588263,0.7532754754486481,24.741694854693456,"[{'MemberID': 100191, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 1, 'HoleCenterX': -0.6839130733093084, 'HoleCenterY': 0.7659130733093084, 'HoleCenterZ': 24.04175571635019, 'NormalX': -0.0, 'NormalY': 0.9998370365565707, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100184, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100191, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 2, 'HoleCenterX': 0.671564047458388, 'HoleCenterY': 0.753564047458388, 'HoleCenterZ': 24.725698103585717, 'NormalX': -0.0, 'NormalY': 0.9998370365565707, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100183, 'Radius': 0.006, 'Depth': 0.05}]",2
100192,beam,M192,L40x5,A36,-0.7662072226149877,-0.7161990668547584,24.025464951317552,-0.7532754754486481,0.7032673373588263,24.741694854693456,"[{'MemberID': 100192, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 1, 'HoleCenterX': -0.7659130733093084, 'HoleCenterY': -0.6839130733093084, 'HoleCenterZ': 24.04175571635019, 'NormalX': -0.9998370365565707, 'NormalY': 0.0, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100181, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100192, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 2, 'HoleCenterX': -0.753564047458388, 'HoleCenterY': 0.671564047458388, 'HoleCenterZ': 24.725698103585717, 'NormalX': -0.9998370365565707, 'NormalY': 0.0, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100184, 'Radius': 0.006, 'Depth': 0.05}]",2
100193,beam,M193,L40x5,A36,-0.7023475155273934,-0.7523556103816824,24.792638559662088,0.6894325798934235,-0.7394407777722526,25.507838348608765,"[{'MemberID': 100193, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 1, 'HoleCenterX': -0.6700557804688927, 'HoleCenterY': -0.7520557804688927, 'HoleCenterZ': 24.809232443689723, 'NormalX': 0.0, 'NormalY': 0.9998370365565707, 'NormalZ': -0.0180527097626614, 'ConnectedLegID': 100181, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100193, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 2, 'HoleCenterX': 0.6577360854742218, 'HoleCenterY': -0.7397360854742218, 'HoleCenterZ': 25.491550361425784, 'NormalX': 0.0, 'NormalY': 0.9998370365565707, 'NormalZ': -0.0180527097626614, 'ConnectedLegID': 100182, 'Radius': 0.006, 'Depth': 0.05}]",2
100194,beam,M194,L40x5,A36,0.7523556103816824,-0.7023475155273934,24.792638559662088,0.7394407777722526,0.6894325798934235,25.507838348608765,"[{'MemberID': 100194, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 1, 'HoleCenterX': 0.7520557804688927, 'HoleCenterY': -0.6700557804688927, 'HoleCenterZ': 24.809232443689723, 'NormalX': -0.9998370365565707, 'NormalY': 0.0, 'NormalZ': -0.0180527097626614, 'ConnectedLegID': 100182, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100194, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 2, 'HoleCenterX': 0.7397360854742218, 'HoleCenterY': 0.6577360854742218, 'HoleCenterZ': 25.491550361425784, 'NormalX': -0.9998370365565707, 'NormalY': 0.0, 'NormalZ': -0.0180527097626614, 'ConnectedLegID': 100183, 'Radius': 0.006, 'Depth': 0.05}]",2
100195,beam,M195,L40x5,A36,0.7023475155273934,0.7523556103816824,24.792638559662088,-0.6894325798934235,0.7394407777722526,25.507838348608765,"[{'MemberID': 100195, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 1, 'HoleCenterX': 0.6700557804688927, 'HoleCenterY': 0.7520557804688927, 'HoleCenterZ': 24.809232443689723, 'NormalX': -0.0, 'NormalY': -0.9998370365565707, 'NormalZ': -0.0180527097626614, 'ConnectedLegID': 100183, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100195, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 2, 'HoleCenterX': -0.6577360854742218, 'HoleCenterY': 0.7397360854742218, 'HoleCenterZ': 25.491550361425784, 'NormalX': -0.0, 'NormalY': -0.9998370365565707, 'NormalZ': -0.0180527097626614, 'ConnectedLegID': 100184, 'Radius': 0.006, 'Depth': 0.05}]",2
100196,beam,M196,L40x5,A36,-0.7523556103816824,0.7023475155273934,24.792638559662088,-0.7394407777722526,-0.6894325798934235,25.507838348608765,"[{'MemberID': 100196, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 1, 'HoleCenterX': -0.7520557804688927, 'HoleCenterY': 0.6700557804688927, 'HoleCenterZ': 24.809232443689723, 'NormalX': 0.9998370365565707, 'NormalY': 0.0, 'NormalZ': -0.0180527097626614, 'ConnectedLegID': 100184, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100196, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 2, 'HoleCenterX': -0.7397360854742218, 'HoleCenterY': -0.6577360854742218, 'HoleCenterZ': 25.491550361425784, 'NormalX': 0.9998370365565707, 'NormalY': 0.0, 'NormalZ': -0.0180527097626614, 'ConnectedLegID': 100181, 'Radius': 0.006, 'Depth': 0.05}]",2
100197,beam,M197,L40x5,A36,0.6884955124044785,-0.7385037029756459,25.559737193221515,-0.6755992519305473,-0.7256073558675363,26.274058052041603,"[{'MemberID': 100197, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 1, 'HoleCenterX': 0.6561995689136341, 'HoleCenterY': -0.738199568913634, 'HoleCenterZ': 25.576649284787173, 'NormalX': 0.0, 'NormalY': -0.9998370365565707, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100182, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100197, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 2, 'HoleCenterX': -0.6439070488476111, 'HoleCenterY': -0.725907048847611, 'HoleCenterZ': 26.257462137605824, 'NormalX': 0.0, 'NormalY': -0.9998370365565707, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100181, 'Radius': 0.006, 'Depth': 0.05}]",2
100198,beam,M198,L40x5,A36,0.7385037029756459,0.6884955124044785,25.559737193221515,0.7256073558675363,-0.6755992519305473,26.274058052041603,"[{'MemberID': 100198, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 1, 'HoleCenterX': 0.738199568913634, 'HoleCenterY': 0.6561995689136341, 'HoleCenterZ': 25.576649284787173, 'NormalX': 0.9998370365565707, 'NormalY': 0.0, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100183, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100198, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 2, 'HoleCenterX': 0.725907048847611, 'HoleCenterY': -0.6439070488476111, 'HoleCenterZ': 26.257462137605824, 'NormalX': 0.9998370365565707, 'NormalY': 0.0, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100182, 'Radius': 0.006, 'Depth': 0.05}]",2
100199,beam,M199,L40x5,A36,-0.6884955124044785,0.7385037029756459,25.559737193221515,0.6755992519305473,0.7256073558675363,26.274058052041603,"[{'MemberID': 100199, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 1, 'HoleCenterX': -0.6561995689136341, 'HoleCenterY': 0.738199568913634, 'HoleCenterZ': 25.576649284787173, 'NormalX': -0.0, 'NormalY': 0.9998370365565707, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100184, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100199, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 2, 'HoleCenterX': 0.6439070488476111, 'HoleCenterY': 0.725907048847611, 'HoleCenterZ': 26.257462137605824, 'NormalX': -0.0, 'NormalY': 0.9998370365565707, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100183, 'Radius': 0.006, 'Depth': 0.05}]",2
100200,beam,M200,L40x5,A36,-0.7385037029756459,-0.6884955124044785,25.559737193221515,-0.725607355890187,0.6755992495347005,26.274058050786994,"[{'MemberID': 100200, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 1, 'HoleCenterX': -0.738199568913634, 'HoleCenterY': -0.6561995689136341, 'HoleCenterZ': 25.576649284787173, 'NormalX': -0.9998370365565707, 'NormalY': 0.0, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100181, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100200, 'MemberType': 'brace', 'Section': 'L40x5', 'HoleNumber': 2, 'HoleCenterX': -0.725907048847611, 'HoleCenterY': 0.6439070488476111, 'HoleCenterZ': 26.257462137605824, 'NormalX': -0.9998370365565707, 'NormalY': 0.0, 'NormalZ': 0.0180527097626614, 'ConnectedLegID': 100184, 'Radius': 0.006, 'Depth': 0.05}]",2
100209,beam,M209,L45x5,A36,0.7557494633508369,-0.8057576100171013,21.83496948699404,-0.7371356924640677,-0.787143839130332,22.865891795812637,"[{'MemberID': 100209, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': 0.7132274316896537, 'HoleCenterY': -0.8052274316896537, 'HoleCenterZ': 21.864333374018475, 'NormalX': 0.0, 'NormalY': -0.9998370401231176, 'NormalZ': 0.0180525122308047, 'ConnectedLegID': 100202, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100209, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': -0.695660959402968, 'HoleCenterY': -0.787660959402968, 'HoleCenterZ': 22.837251128177595, 'NormalX': 0.0, 'NormalY': -0.9998370401231176, 'NormalZ': 0.0180525122308047, 'ConnectedLegID': 100201, 'Radius': 0.006, 'Depth': 0.05}]",2
100210,beam,M210,L45x5,A36,0.8057576100171013,0.7557494633508369,21.83496948699404,0.787143839130332,-0.7371356924640677,22.865891795812637,"[{'MemberID': 100210, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': 0.8052274316896537, 'HoleCenterY': 0.7132274316896537, 'HoleCenterZ': 21.864333374018475, 'NormalX': 0.9998370401231176, 'NormalY': 0.0, 'NormalZ': 0.0180525122308047, 'ConnectedLegID': 100203, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100210, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': 0.787660959402968, 'HoleCenterY': -0.695660959402968, 'HoleCenterZ': 22.837251128177595, 'NormalX': 0.9998370401231176, 'NormalY': 0.0, 'NormalZ': 0.0180525122308047, 'ConnectedLegID': 100202, 'Radius': 0.006, 'Depth': 0.05}]",2
100211,beam,M211,L45x5,A36,-0.7557494633508369,0.8057576100171013,21.83496948699404,0.7371356924640677,0.787143839130332,22.865891795812637,"[{'MemberID': 100211, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': -0.7132274316896537, 'HoleCenterY': 0.8052274316896537, 'HoleCenterZ': 21.864333374018475, 'NormalX': -0.0, 'NormalY': 0.9998370401231176, 'NormalZ': 0.0180525122308047, 'ConnectedLegID': 100204, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100211, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': 0.695660959402968, 'HoleCenterY': 0.787660959402968, 'HoleCenterZ': 22.837251128177595, 'NormalX': -0.0, 'NormalY': 0.9998370401231176, 'NormalZ': 0.0180525122308047, 'ConnectedLegID': 100203, 'Radius': 0.006, 'Depth': 0.05}]",2
100212,beam,M212,L45x5,A36,-0.8057576100171013,-0.7557494633508369,21.83496948699404,-0.787143839130332,0.7371356924640677,22.865891795812637,"[{'MemberID': 100212, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': -0.8052274316896537, 'HoleCenterY': -0.7132274316896537, 'HoleCenterZ': 21.864333374018475, 'NormalX': -0.9998370401231176, 'NormalY': 0.0, 'NormalZ': 0.0180525122308047, 'ConnectedLegID': 100201, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100212, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': -0.787660959402968, 'HoleCenterY': 0.695660959402968, 'HoleCenterZ': 22.837251128177595, 'NormalX': -0.9998370401231176, 'NormalY': 0.0, 'NormalZ': 0.0180525122308047, 'ConnectedLegID': 100204, 'Radius': 0.006, 'Depth': 0.05}]",2
100213,beam,M213,L45x5,A36,-0.7358721067886654,-0.7858802534549298,22.93587539396693,0.7172902499621012,-0.7672983898979219,23.9650305177124,"[{'MemberID': 100213, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': -0.6933363405181129, 'HoleCenterY': -0.7853363405181129, 'HoleCenterZ': 22.96599997130436, 'NormalX': 0.0, 'NormalY': 0.9998370401231176, 'NormalZ': -0.0180525122308047, 'ConnectedLegID': 100201, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100213, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': 0.6758285683103462, 'HoleCenterY': -0.7678285683103462, 'HoleCenterZ': 23.93566662598153, 'NormalX': 0.0, 'NormalY': 0.9998370401231176, 'NormalZ': -0.0180525122308047, 'ConnectedLegID': 100202, 'Radius': 0.006, 'Depth': 0.05}]",2
100214,beam,M214,L45x5,A36,0.7858802534549298,-0.7358721067886654,22.93587539396693,0.7672983898979219,0.7172902499621012,23.9650305177124,"[{'MemberID': 100214, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': 0.7853363405181129, 'HoleCenterY': -0.6933363405181129, 'HoleCenterZ': 22.96599997130436, 'NormalX': -0.9998370401231176, 'NormalY': 0.0, 'NormalZ': -0.0180525122308047, 'ConnectedLegID': 100202, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100214, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': 0.7678285683103462, 'HoleCenterY': 0.6758285683103462, 'HoleCenterZ': 23.93566662598153, 'NormalX': -0.9998370401231176, 'NormalY': 0.0, 'NormalZ': -0.0180525122308047, 'ConnectedLegID': 100203, 'Radius': 0.006, 'Depth': 0.05}]",2
100215,beam,M215,L45x5,A36,0.7358721067886654,0.7858802534549298,22.93587539396693,-0.7172902499621012,0.7672983898979219,23.9650305177124,"[{'MemberID': 100215, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': 0.6933363405181129, 'HoleCenterY': 0.7853363405181129, 'HoleCenterZ': 22.96599997130436, 'NormalX': -0.0, 'NormalY': -0.9998370401231176, 'NormalZ': -0.0180525122308047, 'ConnectedLegID': 100203, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100215, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': -0.6758285683103462, 'HoleCenterY': 0.7678285683103462, 'HoleCenterZ': 23.93566662598153, 'NormalX': -0.0, 'NormalY': -0.9998370401231176, 'NormalZ': -0.0180525122308047, 'ConnectedLegID': 100204, 'Radius': 0.006, 'Depth': 0.05}]",2
100216,beam,M216,L45x5,A36,-0.7858802534549298,0.7358721067886654,22.93587539396693,-0.7672983899828987,-0.7172902433166343,23.965030513005964,"[{'MemberID': 100216, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': -0.7853363405181129, 'HoleCenterY': 0.6933363405181129, 'HoleCenterZ': 22.96599997130436, 'NormalX': 0.9998370401231176, 'NormalY': 0.0, 'NormalZ': -0.0180525122308047, 'ConnectedLegID': 100204, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100216, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': -0.7678285683103462, 'HoleCenterY': -0.6758285683103462, 'HoleCenterZ': 23.93566662598153, 'NormalX': 0.9998370401231176, 'NormalY': 0.0, 'NormalZ': -0.0180525122308047, 'ConnectedLegID': 100201, 'Radius': 0.006, 'Depth': 0.05}]",2
100227,beam,M227,L45x5,A36,0.7901650755831566,-0.8401732372526507,19.92884355235435,-0.7740440061121932,-0.8240521377395776,20.82174493629905,"[{'MemberID': 100227, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': 0.7477359247203601, 'HoleCenterY': -0.8397359247203601, 'HoleCenterZ': 19.953063490200144, 'NormalX': 0.0, 'NormalY': -0.9998370435769997, 'NormalZ': 0.0180523209367941, 'ConnectedLegID': 100218, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100227, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': -0.7324800331424536, 'HoleCenterY': -0.8244800331424535, 'HoleCenterZ': 20.79801886107968, 'NormalX': 0.0, 'NormalY': -0.9998370435769997, 'NormalZ': 0.0180523209367941, 'ConnectedLegID': 100217, 'Radius': 0.006, 'Depth': 0.05}]",2
100228,beam,M228,L45x5,A36,0.8401732372526507,0.7901650755831566,19.92884355235435,0.8240521377395776,-0.7740440061121932,20.82174493629905,"[{'MemberID': 100228, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': 0.8397359247203601, 'HoleCenterY': 0.7477359247203601, 'HoleCenterZ': 19.953063490200144, 'NormalX': 0.9998370435769997, 'NormalY': 0.0, 'NormalZ': 0.0180523209367941, 'ConnectedLegID': 100219, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100228, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': 0.8244800331424535, 'HoleCenterY': -0.7324800331424536, 'HoleCenterZ': 20.79801886107968, 'NormalX': 0.9998370435769997, 'NormalY': 0.0, 'NormalZ': 0.0180523209367941, 'ConnectedLegID': 100218, 'Radius': 0.006, 'Depth': 0.05}]",2
100229,beam,M229,L45x5,A36,-0.7901650755831566,0.8401732372526507,19.92884355235435,0.7740440061121932,0.8240521377395776,20.82174493629905,"[{'MemberID': 100229, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': -0.7477359247203601, 'HoleCenterY': 0.8397359247203601, 'HoleCenterZ': 19.953063490200144, 'NormalX': -0.0, 'NormalY': 0.9998370435769997, 'NormalZ': 0.0180523209367941, 'ConnectedLegID': 100220, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100229, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': 0.7324800331424536, 'HoleCenterY': 0.8244800331424535, 'HoleCenterZ': 20.79801886107968, 'NormalX': -0.0, 'NormalY': 0.9998370435769997, 'NormalZ': 0.0180523209367941, 'ConnectedLegID': 100219, 'Radius': 0.006, 'Depth': 0.05}]",2
100230,beam,M230,L45x5,A36,-0.8401732372526507,-0.7901650755831566,19.92884355235435,-0.8240521377395776,0.7740440061121932,20.82174493629905,"[{'MemberID': 100230, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': -0.8397359247203601, 'HoleCenterY': -0.7477359247203601, 'HoleCenterZ': 19.953063490200144, 'NormalX': -0.9998370435769997, 'NormalY': 0.0, 'NormalZ': 0.0180523209367941, 'ConnectedLegID': 100217, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100230, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': -0.8244800331424535, 'HoleCenterY': 0.7324800331424536, 'HoleCenterZ': 20.79801886107968, 'NormalX': -0.9998370435769997, 'NormalY': 0.0, 'NormalZ': 0.0180523209367941, 'ConnectedLegID': 100220, 'Radius': 0.006, 'Depth': 0.05}]",2
100231,beam,M231,L45x5,A36,-0.7730019982386084,-0.8230101292335608,20.879457076203423,0.7569016367296767,-0.8069097930533108,21.771156450729016,"[{'MemberID': 100231, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': -0.7305630405737262, 'HoleCenterY': -0.8225630405737262, 'HoleCenterZ': 20.904192476604585, 'NormalX': 0.0, 'NormalY': 0.9998370435769997, 'NormalZ': -0.0180523209367941, 'ConnectedLegID': 100217, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100231, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': 0.7153470752978429, 'HoleCenterY': -0.8073470752978429, 'HoleCenterZ': 21.746936508791684, 'NormalX': 0.0, 'NormalY': 0.9998370435769997, 'NormalZ': -0.0180523209367941, 'ConnectedLegID': 100218, 'Radius': 0.006, 'Depth': 0.05}]",2
100232,beam,M232,L45x5,A36,0.8230101292335608,-0.7730019982386084,20.879457076203423,0.8069097930533108,0.7569016367296767,21.771156450729016,"[{'MemberID': 100232, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': 0.8225630405737262, 'HoleCenterY': -0.7305630405737262, 'HoleCenterZ': 20.904192476604585, 'NormalX': -0.9998370435769997, 'NormalY': 0.0, 'NormalZ': -0.0180523209367941, 'ConnectedLegID': 100218, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100232, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': 0.8073470752978429, 'HoleCenterY': 0.7153470752978429, 'HoleCenterZ': 21.746936508791684, 'NormalX': -0.9998370435769997, 'NormalY': 0.0, 'NormalZ': -0.0180523209367941, 'ConnectedLegID': 100219, 'Radius': 0.006, 'Depth': 0.05}]",2
100233,beam,M233,L45x5,A36,0.7730019982386084,0.8230101292335608,20.879457076203423,-0.7569016367296767,0.8069097930533108,21.771156450729016,"[{'MemberID': 100233, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': 0.7305630405737262, 'HoleCenterY': 0.8225630405737262, 'HoleCenterZ': 20.904192476604585, 'NormalX': -0.0, 'NormalY': -0.9998370435769997, 'NormalZ': -0.0180523209367941, 'ConnectedLegID': 100219, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100233, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': -0.7153470752978429, 'HoleCenterY': 0.8073470752978429, 'HoleCenterZ': 21.746936508791684, 'NormalX': -0.0, 'NormalY': -0.9998370435769997, 'NormalZ': -0.0180523209367941, 'ConnectedLegID': 100220, 'Radius': 0.006, 'Depth': 0.05}]",2
100234,beam,M234,L45x5,A36,-0.8230101292335608,0.7730019982386084,20.879457076203423,-0.8069097931089835,-0.7569016314394894,21.771156447645648,"[{'MemberID': 100234, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': -0.8225630405737262, 'HoleCenterY': 0.7305630405737262, 'HoleCenterZ': 20.904192476604585, 'NormalX': 0.9998370435769997, 'NormalY': 0.0, 'NormalZ': -0.0180523209367941, 'ConnectedLegID': 100220, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100234, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': -0.8073470752978429, 'HoleCenterY': -0.7153470752978429, 'HoleCenterZ': 21.746936508791684, 'NormalX': 0.9998370435769997, 'NormalY': 0.0, 'NormalZ': -0.0180523209367941, 'ConnectedLegID': 100217, 'Radius': 0.006, 'Depth': 0.05}]",2
100243,beam,M243,L45x5,A36,-0.8246607664037533,-0.8746689055996335,18.018336867840144,0.8138836129311422,-0.8638917675704575,18.61520276323824,"[{'MemberID': 100243, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 1, 'HoleCenterX': -0.7823908998511264, 'HoleCenterY': -0.8743908998511264, 'HoleCenterZ': 18.03373434043199, 'NormalX': 0.0, 'NormalY': 0.999837034078736, 'NormalZ': -0.0180528469953184, 'ConnectedLegID': 100235, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100243, 'MemberType': 'brace', 'Section': 'L45x5', 'HoleNumber': 2, 'HoleCenterX': 0.7721664069505011, 'HoleCenterY': -0.8641664069505011, 'HoleCenterZ': 18.600006610914942, 'NormalX': 0.0, 'NormalY': 0.999837034078736, 'NormalZ': -0.0180528469953184, 'ConnectedLegID': 100236, 'Radius': 0.006, 'Depth': 0.05}]",2
