ID,Type,PieceMark,Section,Material,StartX,StartY,StartZ,EndX,EndY,EndZ,Holes,HoleCount
100341,beam,M341,L40x4,A36,1.04021,1.04021,8.85,-1.04021,1.04021,8.85,"[{'MemberID': 100341, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 0.9282050016293838, 'HoleCenterY': 1.0402050016293838, 'HoleCenterZ': 8.849999909754418, 'NormalX': -0.0, 'NormalY': -0.9998370483260276, 'NormalZ': -0.0180520579075264, 'ConnectedLegID': 100333, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100341, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -0.9282050016293838, 'HoleCenterY': 1.0402050016293838, 'HoleCenterZ': 8.849999909754418, 'NormalX': -0.0, 'NormalY': -0.9998370483260276, 'NormalZ': -0.0180520579075264, 'ConnectedLegID': 100334, 'Radius': 0.006, 'Depth': 0.05}]",2
100344,beam,M344,L40x4,A36,-1.04021,1.04021,8.85,-1.04021,-1.04021,8.85,"[{'MemberID': 100344, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -1.0402050016293838, 'HoleCenterY': 0.9282050016293838, 'HoleCenterZ': 8.849999909754418, 'NormalX': 0.9998370483260276, 'NormalY': 0.0, 'NormalZ': -0.0180520579075264, 'ConnectedLegID': 100334, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100344, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -1.0402050016293838, 'HoleCenterY': -0.9282050016293838, 'HoleCenterZ': 8.849999909754418, 'NormalX': 0.9998370483260276, 'NormalY': 0.0, 'NormalZ': -0.0180520579075264, 'ConnectedLegID': 100331, 'Radius': 0.006, 'Depth': 0.05}]",2
100359,beam,M359,L40x4,A36,-1.07497,-1.07497,6.925,1.07497,-1.07497,6.925,"[{'MemberID': 100359, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -0.9629650016301886, 'HoleCenterY': -1.0749650016301886, 'HoleCenterZ': 6.924999909732143, 'NormalX': 0.0, 'NormalY': 0.9998369678399124, 'NormalZ': -0.0180565151867737, 'ConnectedLegID': 100355, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100359, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 0.9629650016301886, 'HoleCenterY': -1.0749650016301886, 'HoleCenterZ': 6.924999909732143, 'NormalX': 0.0, 'NormalY': 0.9998369678399124, 'NormalZ': -0.0180565151867737, 'ConnectedLegID': 100356, 'Radius': 0.006, 'Depth': 0.05}]",2
100362,beam,M362,L40x4,A36,1.07497,-1.07497,6.925,1.07497,1.07497,6.925,"[{'MemberID': 100362, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 1.0749650016301886, 'HoleCenterY': -0.9629650016301886, 'HoleCenterZ': 6.924999909732143, 'NormalX': -0.9998369678399124, 'NormalY': 0.0, 'NormalZ': -0.0180565151867737, 'ConnectedLegID': 100356, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100362, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 1.0749650016301886, 'HoleCenterY': 0.9629650016301886, 'HoleCenterZ': 6.924999909732143, 'NormalX': -0.9998369678399124, 'NormalY': 0.0, 'NormalZ': -0.0180565151867737, 'ConnectedLegID': 100357, 'Radius': 0.006, 'Depth': 0.05}]",2
100365,beam,M365,L40x4,A36,1.07497,1.07497,6.925,-1.07497,1.07497,6.925,"[{'MemberID': 100365, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 0.9629650016301886, 'HoleCenterY': 1.0749650016301886, 'HoleCenterZ': 6.924999909732143, 'NormalX': -0.0, 'NormalY': -0.9998369678399124, 'NormalZ': -0.0180565151867737, 'ConnectedLegID': 100357, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100365, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -0.9629650016301886, 'HoleCenterY': 1.0749650016301886, 'HoleCenterZ': 6.924999909732143, 'NormalX': -0.0, 'NormalY': -0.9998369678399124, 'NormalZ': -0.0180565151867737, 'ConnectedLegID': 100358, 'Radius': 0.006, 'Depth': 0.05}]",2
100368,beam,M368,L40x4,A36,-1.07497,1.07497,6.925,-1.07497,-1.07497,6.925,"[{'MemberID': 100368, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -1.0749650016301886, 'HoleCenterY': 0.9629650016301886, 'HoleCenterZ': 6.924999909732143, 'NormalX': 0.9998369678399124, 'NormalY': 0.0, 'NormalZ': -0.0180565151867737, 'ConnectedLegID': 100358, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100368, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -1.0749650016301886, 'HoleCenterY': -0.9629650016301886, 'HoleCenterZ': 6.924999909732143, 'NormalX': 0.9998369678399124, 'NormalY': 0.0, 'NormalZ': -0.0180565151867737, 'ConnectedLegID': 100355, 'Radius': 0.006, 'Depth': 0.05}]",2
100383,beam,M383,L40x4,A36,-1.11153,-1.11153,4.9,1.11153,-1.11153,4.9,"[{'MemberID': 100383, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -0.98953, 'HoleCenterY': -1.11153, 'HoleCenterZ': 4.9, 'NormalX': 0.0, 'NormalY': 0.9998370565287312, 'NormalZ': -0.0180516035842369, 'ConnectedLegID': 100379, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100383, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 0.98953, 'HoleCenterY': -1.11153, 'HoleCenterZ': 4.9, 'NormalX': 0.0, 'NormalY': 0.9998370565287312, 'NormalZ': -0.0180516035842369, 'ConnectedLegID': 100380, 'Radius': 0.006, 'Depth': 0.05}]",2
100386,beam,M386,L40x4,A36,1.11153,-1.11153,4.9,1.11153,1.11153,4.9,"[{'MemberID': 100386, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 1.11153, 'HoleCenterY': -0.98953, 'HoleCenterZ': 4.9, 'NormalX': -0.9998370565287312, 'NormalY': 0.0, 'NormalZ': -0.0180516035842369, 'ConnectedLegID': 100380, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100386, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 1.11153, 'HoleCenterY': 0.98953, 'HoleCenterZ': 4.9, 'NormalX': -0.9998370565287312, 'NormalY': 0.0, 'NormalZ': -0.0180516035842369, 'ConnectedLegID': 100381, 'Radius': 0.006, 'Depth': 0.05}]",2
100389,beam,M389,L40x4,A36,1.11153,1.11153,4.9,-1.11153,1.11153,4.9,"[{'MemberID': 100389, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 0.98953, 'HoleCenterY': 1.11153, 'HoleCenterZ': 4.9, 'NormalX': -0.0, 'NormalY': -0.9998370565287312, 'NormalZ': -0.0180516035842369, 'ConnectedLegID': 100381, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100389, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -0.98953, 'HoleCenterY': 1.11153, 'HoleCenterZ': 4.9, 'NormalX': -0.0, 'NormalY': -0.9998370565287312, 'NormalZ': -0.0180516035842369, 'ConnectedLegID': 100382, 'Radius': 0.006, 'Depth': 0.05}]",2
100392,beam,M392,L40x4,A36,-1.11153,1.11153,4.9,-1.11153,-1.11153,4.9,"[{'MemberID': 100392, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -1.11153, 'HoleCenterY': 0.98953, 'HoleCenterZ': 4.9, 'NormalX': 0.9998370565287312, 'NormalY': 0.0, 'NormalZ': -0.0180516035842369, 'ConnectedLegID': 100382, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100392, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -1.11153, 'HoleCenterY': -0.98953, 'HoleCenterZ': 4.9, 'NormalX': 0.9998370565287312, 'NormalY': 0.0, 'NormalZ': -0.0180516035842369, 'ConnectedLegID': 100379, 'Radius': 0.006, 'Depth': 0.05}]",2
100407,beam,M407,L40x4,A36,-1.14854,-1.14854,2.85,1.14854,-1.14854,2.85,"[{'MemberID': 100407, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -1.0265399999999998, 'HoleCenterY': -1.14854, 'HoleCenterZ': 2.85, 'NormalX': 0.0, 'NormalY': 0.999837091064168, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100403, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100407, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 1.0265399999999998, 'HoleCenterY': -1.14854, 'HoleCenterZ': 2.85, 'NormalX': 0.0, 'NormalY': 0.999837091064168, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100404, 'Radius': 0.006, 'Depth': 0.05}]",2
100410,beam,M410,L40x4,A36,1.14854,-1.14854,2.85,1.14854,1.14854,2.85,"[{'MemberID': 100410, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 1.14854, 'HoleCenterY': -1.0265399999999998, 'HoleCenterZ': 2.85, 'NormalX': -0.999837091064168, 'NormalY': 0.0, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100404, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100410, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 1.14854, 'HoleCenterY': 1.0265399999999998, 'HoleCenterZ': 2.85, 'NormalX': -0.999837091064168, 'NormalY': 0.0, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100405, 'Radius': 0.006, 'Depth': 0.05}]",2
100413,beam,M413,L40x4,A36,1.14854,1.14854,2.85,-1.14854,1.14854,2.85,"[{'MemberID': 100413, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 1.0265399999999998, 'HoleCenterY': 1.14854, 'HoleCenterZ': 2.85, 'NormalX': -0.0, 'NormalY': -0.999837091064168, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100405, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100413, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -1.0265399999999998, 'HoleCenterY': 1.14854, 'HoleCenterZ': 2.85, 'NormalX': -0.0, 'NormalY': -0.999837091064168, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100406, 'Radius': 0.006, 'Depth': 0.05}]",2
100416,beam,M416,L40x4,A36,-1.14854,1.14854,2.85,-1.14854,-1.14854,2.85,"[{'MemberID': 100416, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -1.14854, 'HoleCenterY': 1.0265399999999998, 'HoleCenterZ': 2.85, 'NormalX': 0.999837091064168, 'NormalY': 0.0, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100406, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100416, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -1.14854, 'HoleCenterY': -1.0265399999999998, 'HoleCenterZ': 2.85, 'NormalX': 0.999837091064168, 'NormalY': 0.0, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100403, 'Radius': 0.006, 'Depth': 0.05}]",2
100419,beam,M419,L40x4,A36,0.0,-1.14854,2.85,1.14854,0.0,2.85,"[{'MemberID': 100419, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -1.0265399999999998, 'HoleCenterY': -1.14854, 'HoleCenterZ': 2.85, 'NormalX': 0.0, 'NormalY': 0.999837091064168, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100403, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100419, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 1.0262056710871592, 'HoleCenterY': -1.148205671087159, 'HoleCenterZ': 2.868519677387673, 'NormalX': 0.0, 'NormalY': 0.999837091064168, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100404, 'Radius': 0.006, 'Depth': 0.05}]",2
100420,beam,M420,L40x4,A36,1.14854,0.0,2.85,0.0,1.14854,2.85,"[{'MemberID': 100420, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 1.14854, 'HoleCenterY': -1.0265399999999998, 'HoleCenterZ': 2.85, 'NormalX': -0.999837091064168, 'NormalY': 0.0, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100404, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100420, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 1.148205671087159, 'HoleCenterY': 1.0262056710871592, 'HoleCenterZ': 2.868519677387673, 'NormalX': -0.999837091064168, 'NormalY': 0.0, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100405, 'Radius': 0.006, 'Depth': 0.05}]",2
100421,beam,M421,L40x4,A36,0.0,1.14854,2.85,-1.14854,0.0,2.85,"[{'MemberID': 100421, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 1.0622729726952411, 'HoleCenterY': 1.0622729726952411, 'HoleCenterZ': 2.85, 'NormalX': 0.7071067811865475, 'NormalY': -0.7071067811865475, 'NormalZ': 0.0, 'ConnectedLegID': 100405, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100421, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -1.0622729726952411, 'HoleCenterY': -1.0622729726952411, 'HoleCenterZ': 2.85, 'NormalX': 0.7071067811865475, 'NormalY': -0.7071067811865475, 'NormalZ': 0.0, 'ConnectedLegID': 100403, 'Radius': 0.006, 'Depth': 0.05}]",2
100422,beam,M422,L40x4,A36,-1.14854,0.0,2.85,0.0,-1.14854,2.85,"[{'MemberID': 100422, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -1.14854, 'HoleCenterY': 1.0265399999999998, 'HoleCenterZ': 2.85, 'NormalX': 0.999837091064168, 'NormalY': 0.0, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100406, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100422, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -1.148205671087159, 'HoleCenterY': -1.0262056710871592, 'HoleCenterZ': 2.868519677387673, 'NormalX': 0.999837091064168, 'NormalY': 0.0, 'NormalZ': -0.0180496906439478, 'ConnectedLegID': 100403, 'Radius': 0.006, 'Depth': 0.05}]",2
100423,beam,M423,L40x4,A36,0.0,-1.14854,2.85,0.0,1.14854,2.85,"[{'MemberID': 100423, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -1.0619268933681556, 'HoleCenterY': -1.0619268933681556, 'HoleCenterZ': 2.869170574969752, 'NormalX': -0.7071067811865475, 'NormalY': 0.7071067811865475, 'NormalZ': 0.0, 'ConnectedLegID': 100403, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100423, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 1.0619268933681556, 'HoleCenterY': 1.0619268933681556, 'HoleCenterZ': 2.869170574969752, 'NormalX': -0.7071067811865475, 'NormalY': 0.7071067811865475, 'NormalZ': 0.0, 'ConnectedLegID': 100405, 'Radius': 0.006, 'Depth': 0.05}]",2
100436,beam,M436,L40x4,A36,-1.18285,-1.18285,0.95,1.18285,-1.18285,0.95,"[{'MemberID': 100436, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -1.060845001629906, 'HoleCenterY': -1.182845001629906, 'HoleCenterZ': 0.949999909739959, 'NormalX': 0.0, 'NormalY': 0.999836996082916, 'NormalZ': -0.0180549512292657, 'ConnectedLegID': 100432, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100436, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 1.060845001629906, 'HoleCenterY': -1.182845001629906, 'HoleCenterZ': 0.949999909739959, 'NormalX': 0.0, 'NormalY': 0.999836996082916, 'NormalZ': -0.0180549512292657, 'ConnectedLegID': 100433, 'Radius': 0.006, 'Depth': 0.05}]",2
100439,beam,M439,L40x4,A36,1.18285,-1.18285,0.95,1.18285,1.18285,0.95,"[{'MemberID': 100439, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 1.182845001629906, 'HoleCenterY': -1.060845001629906, 'HoleCenterZ': 0.949999909739959, 'NormalX': -0.999836996082916, 'NormalY': 0.0, 'NormalZ': -0.0180549512292657, 'ConnectedLegID': 100433, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100439, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 1.182845001629906, 'HoleCenterY': 1.060845001629906, 'HoleCenterZ': 0.949999909739959, 'NormalX': -0.999836996082916, 'NormalY': 0.0, 'NormalZ': -0.0180549512292657, 'ConnectedLegID': 100434, 'Radius': 0.006, 'Depth': 0.05}]",2
100442,beam,M442,L40x4,A36,1.18285,1.18285,0.95,-1.18285,1.18285,0.95,"[{'MemberID': 100442, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 1.060845001629906, 'HoleCenterY': 1.182845001629906, 'HoleCenterZ': 0.949999909739959, 'NormalX': -0.0, 'NormalY': -0.999836996082916, 'NormalZ': -0.0180549512292657, 'ConnectedLegID': 100434, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100442, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -1.060845001629906, 'HoleCenterY': 1.182845001629906, 'HoleCenterZ': 0.949999909739959, 'NormalX': -0.0, 'NormalY': -0.999836996082916, 'NormalZ': -0.0180549512292657, 'ConnectedLegID': 100435, 'Radius': 0.006, 'Depth': 0.05}]",2
100445,beam,M445,L40x4,A36,-1.18285,1.18285,0.95,-1.18285,-1.18285,0.95,"[{'MemberID': 100445, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -1.182845001629906, 'HoleCenterY': 1.060845001629906, 'HoleCenterZ': 0.949999909739959, 'NormalX': 0.999836996082916, 'NormalY': 0.0, 'NormalZ': -0.0180549512292657, 'ConnectedLegID': 100435, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100445, 'MemberType': 'horizontal', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -1.182845001629906, 'HoleCenterY': -1.060845001629906, 'HoleCenterZ': 0.949999909739959, 'NormalX': 0.999836996082916, 'NormalY': 0.0, 'NormalZ': -0.0180549512292657, 'ConnectedLegID': 100432, 'Radius': 0.006, 'Depth': 0.05}]",2
100011,beam,M11,L40x4,A36,-0.5,-0.55,45.89886363636364,0.5,-0.55,46.87613636363636,"[{'MemberID': 100011, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -0.488, 'HoleCenterY': -0.55, 'HoleCenterZ': 45.910590909090914, 'NormalX': 0.0, 'NormalY': 1.0, 'NormalZ': 0.0, 'ConnectedLegID': 100001, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100011, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 0.488, 'HoleCenterY': -0.55, 'HoleCenterZ': 46.86440909090909, 'NormalX': 0.0, 'NormalY': 1.0, 'NormalZ': 0.0, 'ConnectedLegID': 100002, 'Radius': 0.006, 'Depth': 0.05}]",2
100012,beam,M12,L40x4,A36,0.55,-0.5,45.89886363636364,0.55,0.5,46.87613636363636,"[{'MemberID': 100012, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 0.55, 'HoleCenterY': -0.488, 'HoleCenterZ': 45.910590909090914, 'NormalX': -1.0, 'NormalY': 0.0, 'NormalZ': 0.0, 'ConnectedLegID': 100002, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100012, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 0.55, 'HoleCenterY': 0.488, 'HoleCenterZ': 46.86440909090909, 'NormalX': -1.0, 'NormalY': 0.0, 'NormalZ': 0.0, 'ConnectedLegID': 100003, 'Radius': 0.006, 'Depth': 0.05}]",2
100013,beam,M13,L40x4,A36,0.5,0.55,45.89886363636364,-0.5,0.55,46.87613636363636,"[{'MemberID': 100013, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 0.488, 'HoleCenterY': 0.55, 'HoleCenterZ': 45.910590909090914, 'NormalX': 0.0, 'NormalY': -1.0, 'NormalZ': 0.0, 'ConnectedLegID': 100003, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100013, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -0.488, 'HoleCenterY': 0.55, 'HoleCenterZ': 46.86440909090909, 'NormalX': 0.0, 'NormalY': -1.0, 'NormalZ': 0.0, 'ConnectedLegID': 100004, 'Radius': 0.006, 'Depth': 0.05}]",2
100014,beam,M14,L40x4,A36,-0.55,0.5,45.89886363636364,-0.55,-0.5,46.87613636363636,"[{'MemberID': 100014, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -0.55, 'HoleCenterY': 0.488, 'HoleCenterZ': 45.910590909090914, 'NormalX': 1.0, 'NormalY': 0.0, 'NormalZ': -0.0, 'ConnectedLegID': 100004, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100014, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -0.55, 'HoleCenterY': -0.488, 'HoleCenterZ': 46.86440909090909, 'NormalX': 1.0, 'NormalY': 0.0, 'NormalZ': -0.0, 'ConnectedLegID': 100001, 'Radius': 0.006, 'Depth': 0.05}]",2
100015,beam,M15,L40x4,A36,0.5,-0.55,46.97386363636363,-0.5,-0.55,47.951136363636365,"[{'MemberID': 100015, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 0.488, 'HoleCenterY': -0.55, 'HoleCenterZ': 46.9855909090909, 'NormalX': 0.0, 'NormalY': -1.0, 'NormalZ': 0.0, 'ConnectedLegID': 100002, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100015, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -0.488, 'HoleCenterY': -0.55, 'HoleCenterZ': 47.939409090909095, 'NormalX': 0.0, 'NormalY': -1.0, 'NormalZ': 0.0, 'ConnectedLegID': 100001, 'Radius': 0.006, 'Depth': 0.05}]",2
100016,beam,M16,L40x4,A36,0.55,0.5,46.97386363636363,0.55,-0.5,47.951136363636365,"[{'MemberID': 100016, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 0.55, 'HoleCenterY': 0.488, 'HoleCenterZ': 46.9855909090909, 'NormalX': 1.0, 'NormalY': 0.0, 'NormalZ': -0.0, 'ConnectedLegID': 100003, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100016, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 0.55, 'HoleCenterY': -0.488, 'HoleCenterZ': 47.939409090909095, 'NormalX': 1.0, 'NormalY': 0.0, 'NormalZ': -0.0, 'ConnectedLegID': 100002, 'Radius': 0.006, 'Depth': 0.05}]",2
100017,beam,M17,L40x4,A36,-0.5,0.55,46.97386363636363,0.5,0.55,47.951136363636365,"[{'MemberID': 100017, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -0.488, 'HoleCenterY': 0.55, 'HoleCenterZ': 46.9855909090909, 'NormalX': 0.0, 'NormalY': 1.0, 'NormalZ': 0.0, 'ConnectedLegID': 100004, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100017, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 0.488, 'HoleCenterY': 0.55, 'HoleCenterZ': 47.939409090909095, 'NormalX': 0.0, 'NormalY': 1.0, 'NormalZ': 0.0, 'ConnectedLegID': 100003, 'Radius': 0.006, 'Depth': 0.05}]",2
100018,beam,M18,L40x4,A36,-0.55,-0.5,46.97386363636363,-0.55,0.5,47.951136363636365,"[{'MemberID': 100018, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -0.55, 'HoleCenterY': -0.488, 'HoleCenterZ': 46.9855909090909, 'NormalX': -1.0, 'NormalY': 0.0, 'NormalZ': 0.0, 'ConnectedLegID': 100001, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100018, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': -0.55, 'HoleCenterY': 0.488, 'HoleCenterZ': 47.939409090909095, 'NormalX': -1.0, 'NormalY': 0.0, 'NormalZ': 0.0, 'ConnectedLegID': 100004, 'Radius': 0.006, 'Depth': 0.05}]",2
100027,beam,M27,L40x4,A36,-0.5,-0.55,43.74886363636364,0.5,-0.55,44.72613636363637,"[{'MemberID': 100027, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': -0.488, 'HoleCenterY': -0.55, 'HoleCenterZ': 43.76059090909091, 'NormalX': 0.0, 'NormalY': 1.0, 'NormalZ': 0.0, 'ConnectedLegID': 100019, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100027, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 0.488, 'HoleCenterY': -0.55, 'HoleCenterZ': 44.7144090909091, 'NormalX': 0.0, 'NormalY': 1.0, 'NormalZ': 0.0, 'ConnectedLegID': 100020, 'Radius': 0.006, 'Depth': 0.05}]",2
100028,beam,M28,L40x4,A36,0.55,-0.5,43.74886363636364,0.55,0.5,44.72613636363637,"[{'MemberID': 100028, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 1, 'HoleCenterX': 0.55, 'HoleCenterY': -0.488, 'HoleCenterZ': 43.76059090909091, 'NormalX': -1.0, 'NormalY': 0.0, 'NormalZ': 0.0, 'ConnectedLegID': 100020, 'Radius': 0.006, 'Depth': 0.05}, {'MemberID': 100028, 'MemberType': 'brace', 'Section': 'L40x4', 'HoleNumber': 2, 'HoleCenterX': 0.55, 'HoleCenterY': 0.488, 'HoleCenterZ': 44.7144090909091, 'NormalX': -1.0, 'NormalY': 0.0, 'NormalZ': 0.0, 'ConnectedLegID': 100021, 'Radius': 0.006, 'Depth': 0.05}]",2
